"Protein","Entry_Num","Probability","Coverage","Independent_Spectra","Percent_Spectrum_ID","Protein_Group","Unique_Peptides","Ratio_130.129_Rep1","Ratio_131.129_Rep1","Ratio_130.129_Rep2","Ratio_131.129_Rep2","Description","Gene_Name","Ratio_130.129","Ratio_131.129","SD_130.129","SD_131.129"
"sp|O00154-2|BACH_HUMAN","1761",0.9997,4.5,20,0.021,"1761",1,1.01333333333333,0.116666666666667,0.94,1.67,"Isoform 2 of Cytosolic acyl coenzyme A thioester hydrolase ","ACOT7",0.976666666666667,0.893333333333333,0.0366666666666667,0.776666666666667
"sp|O00159-2|MYO1C_HUMAN","392a",1,21.1,90,0.085,"392",15,0.815238095238095,0.455238095238095,1.14533333333333,0.292666666666667,"Isoform 2 of Unconventional myosin-Ic ","MYO1C",0.980285714285714,0.373952380952381,0.165047619047619,0.0812857142857142
"sp|O00161-2|SNP23_HUMAN","393a",1,10.8,8,0.009,"393",1,0.75,0.72,1.53,0.54,"Isoform SNAP-23b of Synaptosomal-associated protein 23 ","SNAP23",1.14,0.63,0.39,0.09
"sp|O00170|AIP_HUMAN","394a",1,8.8,14,0.015,"394",1,0.14,0.1,0.33,0.16,"AH receptor-interacting protein ","AIP",0.235,0.13,0.095,0.03
"sp|O00186|STXB3_HUMAN","3",1,8.1,26,0.025,"3",4,1.015,0.54,1.36,0.473333333333333,"Syntaxin-binding protein 3 ","STXBP3",1.1875,0.506666666666667,0.1725,0.0333333333333334
"sp|O00203-3|AP3B1_HUMAN","395a",1,5.7,12,0.013,"395",4,0.31,0.44,0.546666666666667,0.303333333333333,"Isoform 2 of AP-3 complex subunit beta-1 ","AP3B1",0.428333333333333,0.371666666666667,0.118333333333333,0.0683333333333333
"sp|O00220|TR10A_HUMAN","4",1,5.1,8,0.009,"4",1,1.04,0.61,0.63,0.9,"Tumor necrosis factor receptor superfamily member 10A ","TNFRSF10A",0.835,0.755,0.205,0.145
"sp|O00231-2|PSD11_HUMAN","397a",1,30.8,32,0.033,"397",10,0.831666666666667,0.46,0.55375,0.32125,"Isoform 2 of 26S proteasome non-ATPase regulatory subunit 11 ","PSMD11",0.692708333333333,0.390625,0.138958333333333,0.069375
"sp|O00232-2|PSD12_HUMAN","5",1,19,29,0.031,"5",6,0.405,0.24,0.8,0.318333333333333,"Isoform 2 of 26S proteasome non-ATPase regulatory subunit 12 ","PSMD12",0.6025,0.279166666666667,0.1975,0.0391666666666667
"sp|O00264|PGRC1_HUMAN","398a",1,26.2,17,0.017,"398",4,0.28,0.26,0.31,0.103333333333333,"Membrane-associated progesterone receptor component 1 ","PGRMC1",0.295,0.181666666666667,0.015,0.0783333333333333
"sp|O00299|CLIC1_HUMAN","399a",1,33.6,112,0.104,"399",6,0.944705882352941,0.378823529411765,0.762380952380952,0.441904761904762,"Chloride intracellular channel protein 1 ","CLIC1",0.853543417366947,0.410364145658263,0.0911624649859945,0.0315406162464986
"sp|O00330-3|ODPX_HUMAN","401a",1,16,30,0.031,"401",2,0.295,0.165,0.21,0.2025,"Isoform 3 of Pyruvate dehydrogenase protein X component; mitochondrial ","PDHX",0.2525,0.18375,0.0425,0.01875
"sp|O00429-2|DNM1L_HUMAN","404a",1,10.4,15,0.017,"404",4,0.62,0.18,0.448,0.394,"Isoform 4 of Dynamin-1-like protein ","DNM1L",0.534,0.287,0.086,0.107
"sp|O00442-2|RTCA_HUMAN","7",1,8.2,21,0.022,"7",1,0.21,0.19,0.286666666666667,0.193333333333333,"Isoform 2 of RNA 3'-terminal phosphate cyclase ","RTCA",0.248333333333333,0.191666666666667,0.0383333333333333,0.00166666666666668
"sp|O00468-2|AGRIN_HUMAN","405a",1,4.6,30,0.033,"405",6,1.135,0.643333333333333,1.2125,0.1875,"Isoform 2 of Agrin ","AGRN",1.17375,0.415416666666667,0.03875,0.227916666666667
"sp|O00469-2|PLOD2_HUMAN","406a",1,10,32,0.034,"406",7,0.514285714285714,0.16,0.525555555555556,0.381111111111111,"Isoform 2 of Procollagen-lysine;2-oxoglutarate 5-dioxygenase 2 ","PLOD2",0.519920634920635,0.270555555555556,0.0056349206349206,0.110555555555556
"sp|O00483|NDUA4_HUMAN","2176",0.9839,8.6,8,0.009,"2176",1,0.385,0.315,0.35,0.25,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4 ","NDUFA4",0.3675,0.2825,0.0175,0.0325
"sp|O00487|PSDE_HUMAN","8",1,4.5,35,0.037,"8",1,0.416666666666667,0.233333333333333,0.55,0.205,"26S proteasome non-ATPase regulatory subunit 14 ","PSMD14",0.483333333333333,0.219166666666667,0.0666666666666667,0.0141666666666666
"sp|O00505|IMA4_HUMAN","407a",1,9.4,14,0.011,"407",4,0.62,0.18,0.405,0.215,"Importin subunit alpha-4 ","KPNA3",0.5125,0.1975,0.1075,0.0175
"sp|O00507-2|USP9Y_HUMAN","2852",0.6654,2.7,1,0.004,"2852",2,0.685,0.18,1.31,0.25,"Isoform Short of Probable ubiquitin carboxyl-terminal hydrolase FAF-Y ","USP9Y",0.9975,0.215,0.3125,0.035
"sp|O00541-2|PESC_HUMAN","408a",1,15.3,21,0.02,"408",4,0.505,0.415,0.52,0.163333333333333,"Isoform 2 of Pescadillo homolog ","PES1",0.5125,0.289166666666667,0.00750000000000001,0.125833333333333
"sp|O00560-2|SDCB1_HUMAN","409b",1,58.2,447,0.229,"409",16,11.152,9.307,4.23887323943662,3.44352112676056,"Isoform 2 of Syntenin-1 ","SDCBP",7.69543661971831,6.37526056338028,3.45656338028169,2.93173943661972
"sp|O00560|SDCB1_HUMAN","409a",1,58.4,463,0.246,"409",16,10.7854838709677,8.96709677419355,4.02243243243243,3.29013513513514,"Syntenin-1 ","SDCBP",7.40395815170009,6.12861595466434,3.38152571926765,2.83848081952921
"sp|O00567|NOP56_HUMAN","410a",1,29.6,58,0.054,"410",10,0.523846153846154,0.310769230769231,0.3825,0.2,"Nucleolar protein 56 ","NOP56",0.453173076923077,0.255384615384615,0.0706730769230769,0.0553846153846154
"sp|O00571-2|DDX3X_HUMAN","726d",1,13.2,28,0.017,"726",6,0.341666666666667,0.256666666666667,0.4475,0.35,"Isoform 2 of ATP-dependent RNA helicase DDX3X ","DDX3X",0.394583333333333,0.303333333333333,0.0529166666666666,0.0466666666666667
"sp|O00585|CCL21_HUMAN","632m",0.0031,0,24,0,"632",1,0.34,0.055,0.48,0.465,"C-C motif chemokine 21 ","CCL21",0.41,0.26,0.07,0.205
"sp|O00592-2|PODXL_HUMAN","411a",1,10.6,36,0.039,"411",3,0.57625,0.28125,0.604,0.336,"Isoform 2 of Podocalyxin ","PODXL",0.590125,0.308625,0.013875,0.027375
"sp|O00622|CYR61_HUMAN","9",1,26.2,52,0.056,"9",6,0.965,0.266,0.9225,0.379166666666667,"Protein CYR61 ","CYR61",0.94375,0.322583333333333,0.02125,0.0565833333333333
"sp|O00629|IMA3_HUMAN","1721a",0.9999,7.3,6,0.007,"1721",3,0.3,0.275,0.42,0.335,"Importin subunit alpha-3 ","KPNA4",0.36,0.305,0.06,0.03
"sp|O00743-2|PPP6_HUMAN","412a",1,19.1,11,0.01,"412",3,0.31,0.44,0.38,0.46,"Isoform 2 of Serine/threonine-protein phosphatase 6 catalytic subunit ","PPP6C",0.345,0.45,0.035,0.01
"sp|O00762-2|UBE2C_HUMAN","413a",1,15,6,0.007,"413",1,0.22,0.23,0.54,0.41,"Isoform 2 of Ubiquitin-conjugating enzyme E2 C ","UBE2C",0.38,0.32,0.16,0.09
"sp|O14556|G3PT_HUMAN","586b",0.9988,9.3,72,0.036,"586",5,0.643333333333333,0.333333333333333,0.553333333333333,0.332,"Glyceraldehyde-3-phosphate dehydrogenase; testis-specific ","GAPDHS",0.598333333333333,0.332666666666667,0.045,0.000666666666666621
"sp|O14561|ACPM_HUMAN","415a",1,14.7,21,0.019,"415",1,0.486,0.218,0.3075,0.27,"Acyl carrier protein; mitochondrial ","NDUFAB1",0.39675,0.244,0.08925,0.026
"sp|O14617-5|AP3D1_HUMAN","416a",1,2.7,14,0.013,"416",2,1.16,0.35,1.86333333333333,0.716666666666667,"Isoform 5 of AP-3 complex subunit delta-1 ","AP3D1",1.51166666666667,0.533333333333333,0.351666666666667,0.183333333333333
"sp|O14656|TOR1A_HUMAN","417a",1,10.2,6,0.006,"417",2,0.48,0.23,0.44,0.33,"Torsin-1A ","TOR1A",0.46,0.28,0.02,0.05
"sp|O14672|ADA10_HUMAN","418a",1,11.8,52,0.056,"418",8,0.994666666666667,0.946666666666667,1.55,0.975555555555556,"Disintegrin and metalloproteinase domain-containing protein 10 ","ADAM10",1.27233333333333,0.961111111111111,0.277666666666667,0.0144444444444444
"sp|O14684|PTGES_HUMAN","12",1,13.2,11,0.011,"12",2,0.43,0.255,0.52,0.393333333333333,"Prostaglandin E synthase ","PTGES",0.475,0.324166666666667,0.045,0.0691666666666667
"sp|O14744|ANM5_HUMAN","420a",1,17.9,34,0.031,"420",8,0.505,0.29125,0.558571428571429,0.291428571428571,"Protein arginine N-methyltransferase 5 ","PRMT5",0.531785714285714,0.291339285714286,0.0267857142857143,8.92857142857084e-05
"sp|O14745|NHRF1_HUMAN","421a",1,13.4,6,0.006,"421",3,2.15,0.55,0.68,0.605,"Na(+)/H(+) exchange regulatory cofactor NHE-RF1 ","SLC9A3R1",1.415,0.5775,0.735,0.0275
"sp|O14763-2|TR10B_HUMAN","13",1,9.6,9,0.01,"13",1,1.97,1.1,0.435,0.205,"Isoform Short of Tumor necrosis factor receptor superfamily member 10B ","TNFRSF10B",1.2025,0.6525,0.7675,0.4475
"sp|O14782|KIF3C_HUMAN","796g",0.0023,0,5,0,"796",1,0.67,0.2,0.49,0.21,"Kinesin-like protein KIF3C ","KIF3C",0.58,0.205,0.09,0.00499999999999999
"sp|O14786|NRP1_HUMAN","422a",1,12.8,34,0.035,"422",9,1.66888888888889,1.17444444444444,1.16875,0.6925,"Neuropilin-1 ","NRP1",1.41881944444444,0.933472222222222,0.250069444444444,0.240972222222222
"sp|O14787-2|TNPO2_HUMAN","1413b",0.02,0,18,0,"1413",4,0.5475,0.4225,0.315,0.115,"Isoform 2 of Transportin-2 ","TNPO2",0.43125,0.26875,0.11625,0.15375
"sp|O14817|TSN4_HUMAN","423a",1,18.2,34,0.032,"423",1,13.59,7.68,2.63,1.98,"Tetraspanin-4 ","TSPAN4",8.11,4.83,5.48,2.85
"sp|O14818-2|PSA7_HUMAN","424a",1,27.5,18,0.019,"424",3,0.59,0.365,0.51,0.2925,"Isoform 2 of Proteasome subunit alpha type-7 ","PSMA7",0.55,0.32875,0.04,0.03625
"sp|O14828|SCAM3_HUMAN","425a",1,18.7,17,0.017,"425",3,2.725,1.52,0.794,0.516,"Secretory carrier-associated membrane protein 3 ","SCAMP3",1.7595,1.018,0.9655,0.502
"sp|O14879|IFIT3_HUMAN","1706",0.9999,3.1,4,0.004,"1706",2,0.56,0.255,0.28,0.31,"Interferon-induced protein with tetratricopeptide repeats 3 ","IFIT3",0.42,0.2825,0.14,0.0275
"sp|O14908-2|GIPC1_HUMAN","15",1,21.9,2,0.002,"15",2,0.82,0.48,0.46,0.7,"Isoform 2 of PDZ domain-containing protein GIPC1 ","GIPC1",0.64,0.59,0.18,0.11
"sp|O14949|QCR8_HUMAN","17",1,42.7,15,0.015,"17",4,0.2,0.185,0.365,0.235,"Cytochrome b-c1 complex subunit 8 ","UQCRQ",0.2825,0.21,0.0825,0.025
"sp|O14950|ML12B_HUMAN","426a",1,34.5,51,0.054,"426",7,0.56,0.273333333333333,0.5525,0.340625,"Myosin regulatory light chain 12B ","MYL12B",0.55625,0.306979166666667,0.00375000000000003,0.0336458333333333
"sp|O14964-2|HGS_HUMAN","427a",1,4.5,9,0.01,"427",3,0.933333333333333,0.62,0.77,0.285,"Isoform 2 of Hepatocyte growth factor-regulated tyrosine kinase substrate ","HGS",0.851666666666667,0.4525,0.0816666666666667,0.1675
"sp|O14965|AURKA_HUMAN","428a",1,10.2,28,0.025,"428",4,2.30125,1.855,1.31666666666667,1.12166666666667,"Aurora kinase A ","AURKA",1.80895833333333,1.48833333333333,0.492291666666667,0.366666666666667
"sp|O14979-2|HNRDL_HUMAN","1196c",1,20.9,27,0.018,"1196",4,0.286,0.244,0.384,0.168,"Isoform 2 of Heterogeneous nuclear ribonucleoprotein D-like ","HNRNPDL",0.335,0.206,0.049,0.038
"sp|O14980|XPO1_HUMAN","430a",1,6.1,19,0.019,"430",6,0.544,0.298,0.83,0.06,"Exportin-1 ","XPO1",0.687,0.179,0.143,0.119
"sp|O15031|PLXB2_HUMAN","431a",1,7.1,34,0.037,"431",10,0.960909090909091,0.525454545454546,0.905714285714286,0.455714285714286,"Plexin-B2 ","PLXNB2",0.933311688311688,0.490584415584416,0.0275974025974026,0.0348701298701299
"sp|O15033-2|AREL1_HUMAN","446b",0.0097,0,20,0,"446",1,1.01,0.55,0.62,0.61,"Isoform 2 of Apoptosis-resistant E3 ubiquitin protein ligase 1 ","AREL1",0.815,0.58,0.195,0.03
"sp|O15067|PUR4_HUMAN","433a",1,2.1,11,0.012,"433",2,0.236666666666667,0.203333333333333,0.49,0.41,"Phosphoribosylformylglycinamidine synthase ","PFAS",0.363333333333333,0.306666666666667,0.126666666666667,0.103333333333333
"sp|O15084-1|ANR28_HUMAN","2213",0.9826,1.2,4,0.004,"2213",1,0.51,0.23,0.55,0.11,"Isoform 3 of Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A ","ANKRD28",0.53,0.17,0.02,0.06
"sp|O15085-2|ARHGB_HUMAN","1336b",0.001,0,3,0,"1336",1,0.79,0.45,0.58,0.94,"Isoform 2 of Rho guanine nucleotide exchange factor 11 ","ARHGEF11",0.685,0.695,0.105,0.245
"sp|O15118|NPC1_HUMAN","434a",1,3.1,6,0.006,"434",4,1.39,0.23,0.635,0.48,"Niemann-Pick C1 protein ","NPC1",1.0125,0.355,0.3775,0.125
"sp|O15127|SCAM2_HUMAN","1884",0.9865,6.2,7,0.008,"1884",1,0.585,0.345,0.515,0.175,"Secretory carrier-associated membrane protein 2 ","SCAMP2",0.55,0.26,0.035,0.085
"sp|O15143|ARC1B_HUMAN","435a",1,23.9,20,0.021,"435",6,0.474285714285714,0.322857142857143,2.574,1.41,"Actin-related protein 2/3 complex subunit 1B ","ARPC1B",1.52414285714286,0.866428571428572,1.04985714285714,0.543571428571429
"sp|O15144|ARPC2_HUMAN","436a",1,18.3,26,0.028,"436",6,0.4625,0.2775,0.658888888888889,0.302222222222222,"Actin-related protein 2/3 complex subunit 2 ","ARPC2",0.560694444444444,0.289861111111111,0.0981944444444444,0.0123611111111111
"sp|O15162-2|PLS1_HUMAN","439a",1,11.7,9,0.01,"439",2,2.185,1.13,2.085,1.475,"Isoform 2 of Phospholipid scramblase 1 ","PLSCR1",2.135,1.3025,0.05,0.1725
"sp|O15173-2|PGRC2_HUMAN","398b",1,19.7,12,0.012,"398",4,0.2,0.166666666666667,0.496666666666667,0.19,"Isoform 2 of Membrane-associated progesterone receptor component 2 ","PGRMC2",0.348333333333333,0.178333333333333,0.148333333333333,0.0116666666666667
"sp|O15198-2|SMAD9_HUMAN","1090b",0.9994,4.7,26,0.015,"1090",1,1.08,1.0975,1.1275,0.23,"Isoform B of Mothers against decapentaplegic homolog 9 ","SMAD9",1.10375,0.66375,0.0237499999999999,0.43375
"sp|O15212|PFD6_HUMAN","440a",1,23.3,10,0.01,"440",3,1.01666666666667,0.523333333333333,0.54,0.26,"Prefoldin subunit 6 ","PFDN6",0.778333333333333,0.391666666666667,0.238333333333333,0.131666666666667
"sp|O15230|LAMA5_HUMAN","441a",1,2.5,28,0.028,"441",5,1.055,0.336666666666667,0.95,0.152,"Laminin subunit alpha-5 ","LAMA5",1.0025,0.244333333333333,0.0525,0.0923333333333334
"sp|O15258|RER1_HUMAN","2405",0.9644,4.1,5,0.005,"2405",1,0.59,0.31,0.32,0.14,"Protein RER1 ","RER1",0.455,0.225,0.135,0.085
"sp|O15264|MK13_HUMAN","889d",0.9835,5.1,10,0.003,"889",3,0.29,0.24,0.16,0.23,"Mitogen-activated protein kinase 13 ","MAPK13",0.225,0.235,0.065,0.00499999999999999
"sp|O15347|HMGB3_HUMAN","18",1,17.6,8,0.008,"18",2,0.25,0.2,0.28,0.08,"High mobility group protein B3 ","HMGB3",0.265,0.14,0.015,0.06
"sp|O15355|PPM1G_HUMAN","443a",1,5.7,17,0.015,"443",3,1.32,0.0866666666666667,0.65,0.2475,"Protein phosphatase 1G ","PPM1G",0.985,0.167083333333333,0.335,0.0804166666666667
"sp|O15371|EIF3D_HUMAN","444a",1,5.4,6,0.007,"444",2,0.34,0.04,0.395,0.145,"Eukaryotic translation initiation factor 3 subunit D ","EIF3D",0.3675,0.0925,0.0275,0.0525
"sp|O15400-2|STX7_HUMAN","1886",0.9865,6.3,4,0.004,"1886",1,0.38,0.43,0.61,0.36,"Isoform 2 of Syntaxin-7 ","STX7",0.495,0.395,0.115,0.035
"sp|O15427|MOT4_HUMAN","446a",1,18.5,108,0.105,"446",7,1.39111111111111,1.18333333333333,1.32625,1.029375,"Monocarboxylate transporter 4 ","SLC16A3",1.35868055555556,1.10635416666667,0.0324305555555556,0.0769791666666667
"sp|O15498|YKT6_HUMAN","447a",1,7.6,9,0.01,"447",2,0.82,1.59,0.42,1.03333333333333,"Synaptobrevin homolog YKT6 ","YKT6",0.62,1.31166666666667,0.2,0.278333333333333
"sp|O15511-2|ARPC5_HUMAN","448a",1,17.2,11,0.012,"448",2,0.67,0.39,0.823333333333333,0.29,"Isoform 2 of Actin-related protein 2/3 complex subunit 5 ","ARPC5",0.746666666666667,0.34,0.0766666666666667,0.05
"sp|O15533-2|TPSN_HUMAN","449a",1,4.6,19,0.021,"449",2,0.236,0.184,0.472,0.336,"Isoform 2 of Tapasin ","TAPBP",0.354,0.26,0.118,0.076
"sp|O43143|DHX15_HUMAN","450a",1,29.7,190,0.202,"450",17,1.59978260869565,0.891521739130435,1.96733333333333,1.10733333333333,"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 ","DHX15",1.78355797101449,0.999427536231884,0.183775362318841,0.107905797101449
"sp|O43169|CYB5B_HUMAN","451a",1,23.3,12,0.012,"451",1,0.31,0.17,0.495,0.275,"Cytochrome b5 type B ","CYB5B",0.4025,0.2225,0.0925,0.0525
"sp|O43172-2|PRP4_HUMAN","1887",0.9865,3.1,6,0.007,"1887",1,0.655,0.465,0.67,0.14,"Isoform 2 of U4/U6 small nuclear ribonucleoprotein Prp4 ","PRPF4",0.6625,0.3025,0.00750000000000001,0.1625
"sp|O43175|SERA_HUMAN","1173b",0.9996,5.6,28,0.028,"1173",2,0.603333333333333,0.423333333333333,0.335,0.135,"D-3-phosphoglycerate dehydrogenase ","PHGDH",0.469166666666667,0.279166666666667,0.134166666666667,0.144166666666667
"sp|O43242|PSMD3_HUMAN","452a",1,32.2,68,0.074,"452",14,0.53,0.254,0.450833333333333,0.235,"26S proteasome non-ATPase regulatory subunit 3 ","PSMD3",0.490416666666667,0.2445,0.0395833333333333,0.00949999999999999
"sp|O43291-2|SPIT2_HUMAN","1889",0.9865,13.2,4,0.004,"1889",1,0.79,1.44,2.05,2.59,"Isoform 2 of Kunitz-type protease inhibitor 2 ","SPINT2",1.42,2.015,0.63,0.575
"sp|O43324-2|MCA3_HUMAN","454a",1,20.6,9,0.01,"454",3,0.346666666666667,0.296666666666667,0.26,0.14,"Isoform 2 of Eukaryotic translation elongation factor 1 epsilon-1 ","EEF1E1",0.303333333333333,0.218333333333333,0.0433333333333333,0.0783333333333333
"sp|O43390-2|HNRPR_HUMAN","480b",1,16.6,61,0.045,"480",8,0.301538461538462,0.179230769230769,0.458888888888889,0.234444444444444,"Isoform 2 of Heterogeneous nuclear ribonucleoprotein R ","HNRNPR",0.380213675213675,0.206837606837607,0.0786752136752137,0.0276068376068376
"sp|O43399-5|TPD54_HUMAN","456a",1,28.2,22,0.024,"456",5,0.62,0.38,1.006,0.374,"Isoform 5 of Tumor protein D54 ","TPD52L2",0.813,0.377,0.193,0.00300000000000003
"sp|O43402|EMC8_HUMAN","2109",0.9852,9,7,0.008,"2109",1,0.69,0.3,0.37,0.14,"ER membrane protein complex subunit 8 ","EMC8",0.53,0.22,0.16,0.08
"sp|O43432-3|IF4G3_HUMAN","1122b",0.9999,3.1,19,0.011,"1122",4,0.32,0.116666666666667,0.285555555555556,0.121111111111111,"Isoform 3 of Eukaryotic translation initiation factor 4 gamma 3 ","EIF4G3",0.302777777777778,0.118888888888889,0.0172222222222222,0.00222222222222223
"sp|O43491|E41L2_HUMAN","457a",1,11.4,24,0.023,"457",3,0.98,0.41,0.93,0.52,"Band 4.1-like protein 2 ","EPB41L2",0.955,0.465,0.025,0.055
"sp|O43615|TIM44_HUMAN","459a",1,18.6,27,0.03,"459",4,0.43,0.128333333333333,0.36,0.07,"Mitochondrial import inner membrane translocase subunit TIM44 ","TIMM44",0.395,0.0991666666666667,0.035,0.0291666666666667
"sp|O43617|TPPC3_HUMAN","460a",1,15.3,6,0.007,"460",1,0.61,0.34,0.36,0.2,"Trafficking protein particle complex subunit 3 ","TRAPPC3",0.485,0.27,0.125,0.07
"sp|O43633|CHM2A_HUMAN","461a",1,18.5,23,0.024,"461",3,1.562,1.516,1.27,1.076,"Charged multivesicular body protein 2a ","CHMP2A",1.416,1.296,0.146,0.22
"sp|O43657|TSN6_HUMAN","20",1,22.9,31,0.033,"20",4,1.565,1.25625,3.38,3.70833333333333,"Tetraspanin-6 ","TSPAN6",2.4725,2.48229166666667,0.9075,1.22604166666667
"sp|O43677|NDUC1_HUMAN","21",1,27.6,7,0.008,"21",2,0.12,0.1,0.603333333333333,0.373333333333333,"NADH dehydrogenase [ubiquinone] 1 subunit C1; mitochondrial ","NDUFC1",0.361666666666667,0.236666666666667,0.241666666666667,0.136666666666667
"sp|O43681|ASNA_HUMAN","463a",1,8,38,0.041,"463",3,0.511428571428571,0.205714285714286,0.937142857142857,0.865714285714286,"ATPase ASNA1 ","ASNA1",0.724285714285714,0.535714285714286,0.212857142857143,0.33
"sp|O43684-2|BUB3_HUMAN","464a",1,21.4,15,0.016,"464",3,0.835,0.365,0.41,0.186666666666667,"Isoform 2 of Mitotic checkpoint protein BUB3 ","BUB3",0.6225,0.275833333333333,0.2125,0.0891666666666667
"sp|O43707|ACTN4_HUMAN","465a",1,35.9,223,0.176,"465",24,0.828666666666667,0.408,0.896842105263158,0.504473684210526,"Alpha-actinin-4 ","ACTN4",0.862754385964912,0.456236842105263,0.0340877192982456,0.0482368421052632
"sp|O43719|HTSF1_HUMAN","466a",1,7,19,0.021,"466",3,0.3,0.2175,1.92,1.38,"HIV Tat-specific factor 1 ","HTATSF1",1.11,0.79875,0.81,0.58125
"sp|O43747-2|AP1G1_HUMAN","2175a",0.9841,2.6,7,0.005,"2175",1,0.93,0.2,0.31,0.17,"Isoform 2 of AP-1 complex subunit gamma-1 ","AP1G1",0.62,0.185,0.31,0.015
"sp|O43760|SNG2_HUMAN","467a",1,16.1,25,0.023,"467",3,0.4125,0.255,0.537142857142857,0.191428571428571,"Synaptogyrin-2 ","SYNGR2",0.474821428571429,0.223214285714286,0.0623214285714286,0.0317857142857143
"sp|O43772|MCAT_HUMAN","1892",0.9865,5.7,2,0.002,"1892",1,0.45,0.57,0.55,0.33,"Mitochondrial carnitine/acylcarnitine carrier protein ","SLC25A20",0.5,0.45,0.05,0.12
