"","Description","Gene_Name","Probability","svm","svm.scores","Log2_Ratio_130.129","Log2_Ratio_131.129","Ratio_130.129","SD_130.129","Ratio_131.129","SD_131.129","Unique_Peptides","Protein_Group","markers","Coverage"
"sp|E9PAV3-2|NACAM_HUMAN","Isoform 2 of Nascent polypeptide-associated complex subunit alpha; muscle-specific form ","NACA",1,"Non-Exosome",0.885980499329404,-0.77595972578207,-1.81857935971986,0.584,0.254,0.2835,0.0485,3,389,"unknown",30.9
"sp|F5H284|PAL4D_HUMAN","Peptidyl-prolyl cis-trans isomerase A-like 4D ","PPIAL4D",0.0288,"Non-Exosome",0.670317050681016,-0.249901297644005,-1.02721062144467,0.840953947368421,0.00220394736842106,0.490657894736842,0.0956578947368421,2,1055,"unknown",0
"sp|O00116|ADAS_HUMAN","Alkyldihydroxyacetonephosphate synthase; peroxisomal ","AGPS",1,"Non-Exosome",0.816455491011391,0.17928354967325,-2.19736362684493,1.13232142857143,0.504821428571429,0.218035714285714,0.0205357142857143,6,390,"unknown",11.2
"sp|O00139-1|KIF2A_HUMAN","Isoform 1 of Kinesin-like protein KIF2A ","KIF2A",1,"Non-Exosome",0.919844464144863,-1.66657626627481,-1.35845397091248,0.315,0.065,0.39,0.11,2,391,"unknown",2.7
"sp|O00148-2|DX39A_HUMAN","Isoform 2 of ATP-dependent RNA helicase DDX39A ","DDX39A",0.0057,"Non-Exosome",0.971014273331328,-1.71364451993159,-2.43570313522154,0.304888888888889,0.00288888888888889,0.184833333333333,0.0518333333333333,5,1192,"unknown",0
"sp|O00148|DX39A_HUMAN","ATP-dependent RNA helicase DDX39A ","DDX39A",0.9998,"Non-Exosome",0.958251071491496,-1.53033661719348,-2.22622001965055,0.346196581196581,0.0384188034188034,0.213717948717949,0.0229487179487179,7,1192,"unknown",17.8
"sp|O00154-2|BACH_HUMAN","Isoform 2 of Cytosolic acyl coenzyme A thioester hydrolase ","ACOT7",0.9997,"Exosome",0.59670275898288,-0.0340618360736325,-0.162729500038109,0.976666666666667,0.0366666666666667,0.893333333333333,0.776666666666667,1,1761,"unknown",4.5
"sp|O00159-2|MYO1C_HUMAN","Isoform 2 of Unconventional myosin-Ic ","MYO1C",1,"Non-Exosome",0.712786174642791,-0.028725796162037,-1.41907352567759,0.980285714285714,0.165047619047619,0.373952380952381,0.0812857142857142,15,392,"unknown",21.1
"sp|O00161-2|SNP23_HUMAN","Isoform SNAP-23b of Synaptosomal-associated protein 23 ","SNAP23",1,"Exosome",0.521902288111868,0.189033824390017,-0.666576266274808,1.14,0.39,0.63,0.09,1,393,"unknown",10.8
"sp|O00170|AIP_HUMAN","AH receptor-interacting protein ","AIP",1,"Non-Exosome",0.987010151032096,-2.08926733809709,-2.94341647163363,0.235,0.095,0.13,0.03,1,394,"unknown",8.8
"sp|O00186|STXB3_HUMAN","Syntaxin-binding protein 3 ","STXBP3",1,"Non-Exosome",0.544822605370879,0.247927513443585,-0.980891177052294,1.1875,0.1725,0.506666666666667,0.0333333333333334,4,3,"unknown",8.1
"sp|O00203-3|AP3B1_HUMAN","Isoform 2 of AP-3 complex subunit beta-1 ","AP3B1",1,"Non-Exosome",0.889837760782733,-1.223194141302,-1.42791879057558,0.428333333333333,0.118333333333333,0.371666666666667,0.0683333333333333,4,395,"unknown",5.7
"sp|O00220|TR10A_HUMAN","Tumor necrosis factor receptor superfamily member 10A ","TNFRSF10A",1,"Non-Exosome",0.522729027506556,-0.260151897300673,-0.405451450449646,0.835,0.205,0.755,0.145,1,4,"unknown",5.1
"sp|O00231-2|PSD11_HUMAN","Isoform 2 of 26S proteasome non-ATPase regulatory subunit 11 ","PSMD11",1,"Non-Exosome",0.792684131122886,-0.529680065219967,-1.35614381022528,0.692708333333333,0.138958333333333,0.390625,0.069375,10,397,"unknown",30.8
"sp|O00232-2|PSD12_HUMAN","Isoform 2 of 26S proteasome non-ATPase regulatory subunit 12 ","PSMD12",1,"Non-Exosome",0.883800977297436,-0.730966853544763,-1.84080140515074,0.6025,0.1975,0.279166666666667,0.0391666666666667,6,5,"unknown",19
"sp|O00264|PGRC1_HUMAN","Membrane-associated progesterone receptor component 1 ","PGRMC1",1,"Non-Exosome",0.972874134107727,-1.76121314041288,-2.46063436571895,0.295,0.015,0.181666666666667,0.0783333333333333,4,398,"unknown",26.2
"sp|O00299|CLIC1_HUMAN","Chloride intracellular channel protein 1 ","CLIC1",1,"Non-Exosome",0.725138767440466,-0.22846355390518,-1.28502340960685,0.853543417366947,0.0911624649859945,0.410364145658263,0.0315406162464986,6,399,"unknown",33.6
"sp|O00330-3|ODPX_HUMAN","Isoform 3 of Pyruvate dehydrogenase protein X component; mitochondrial ","PDHX",1,"Non-Exosome",0.977453729567111,-1.98564470702293,-2.44418384493836,0.2525,0.0425,0.18375,0.01875,2,401,"unknown",16
"sp|O00429-2|DNM1L_HUMAN","Isoform 4 of Dynamin-1-like protein ","DNM1L",1,"Non-Exosome",0.896372537024003,-0.905088352974533,-1.8008773579864,0.534,0.086,0.287,0.107,4,404,"unknown",10.4
"sp|O00442-2|RTCA_HUMAN","Isoform 2 of RNA 3'-terminal phosphate cyclase ","RTCA",1,"Non-Exosome",0.976630828165336,-2.00965017003372,-2.3833286395515,0.248333333333333,0.0383333333333333,0.191666666666667,0.00166666666666668,1,7,"unknown",8.2
"sp|O00468-2|AGRIN_HUMAN","Isoform 2 of Agrin ","AGRN",1,"Non-Exosome",0.61972761217773,0.23112515787905,-1.26736899609768,1.17375,0.03875,0.415416666666667,0.227916666666667,6,405,"unknown",4.6
"sp|O00469-2|PLOD2_HUMAN","Isoform 2 of Procollagen-lysine;2-oxoglutarate 5-dioxygenase 2 ","PLOD2",1,"Non-Exosome",0.907181495361914,-0.943636679989534,-1.88600322913469,0.519920634920635,0.0056349206349206,0.270555555555556,0.110555555555556,7,406,"unknown",10
"sp|O00483|NDUA4_HUMAN","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4 ","NDUFA4",0.9839,"Non-Exosome",0.936676556440232,-1.44418384493836,-1.82367722735954,0.3675,0.0175,0.2825,0.0325,1,2176,"unknown",8.6
"sp|O00487|PSDE_HUMAN","26S proteasome non-ATPase regulatory subunit 14 ","PSMD14",1,"Non-Exosome",0.935886606609269,-1.04890960048095,-2.18989970120358,0.483333333333333,0.0666666666666667,0.219166666666667,0.0141666666666666,1,8,"unknown",4.5
"sp|O00505|IMA4_HUMAN","Importin subunit alpha-4 ","KPNA3",1,"Non-Exosome",0.939760717668949,-0.964376090269279,-2.34007544159762,0.5125,0.1075,0.1975,0.0175,4,407,"unknown",9.4
"sp|O00507-2|USP9Y_HUMAN","Isoform Short of Probable ubiquitin carboxyl-terminal hydrolase FAF-Y ","USP9Y",0.6654,"Non-Exosome",0.844695994755576,-0.00361125355237884,-2.21759143507263,0.9975,0.3125,0.215,0.035,2,2852,"unknown",2.7
"sp|O00541-2|PESC_HUMAN","Isoform 2 of Pescadillo homolog ","PES1",1,"Non-Exosome",0.900596322036937,-0.964376090269279,-1.79002683791762,0.5125,0.00750000000000001,0.289166666666667,0.125833333333333,4,408,"unknown",15.3
"sp|O00560-2|SDCB1_HUMAN","Isoform 2 of Syntenin-1 ","SDCBP",1,"Exosome",0.99998277224815,2.94400318376366,2.67248430758945,7.69543661971831,3.45656338028169,6.37526056338028,2.93173943661972,16,409,"unknown",58.2
"sp|O00560|SDCB1_HUMAN","Syntenin-1 ","SDCBP",1,"Exosome",0.997368222459323,2.88829674089928,2.61556130217184,7.40395815170009,3.38152571926765,6.12861595466434,2.83848081952921,16,409,"unknown",58.4
"sp|O00567|NOP56_HUMAN","Nucleolar protein 56 ","NOP56",1,"Non-Exosome",0.927708330772569,-1.14186594190046,-1.96925647656889,0.453173076923077,0.0706730769230769,0.255384615384615,0.0553846153846154,10,410,"unknown",29.6
"sp|O00571-2|DDX3X_HUMAN","Isoform 2 of ATP-dependent RNA helicase DDX3X ","DDX3X",1,"Non-Exosome",0.923825976818519,-1.3415980750275,-1.72102405029719,0.394583333333333,0.0529166666666666,0.303333333333333,0.0466666666666667,6,726,"unknown",13.2
"sp|O00585|CCL21_HUMAN","C-C motif chemokine 21 ","CCL21",0.0031,"Non-Exosome",0.934836651481277,-1.28630418515664,-1.94341647163363,0.41,0.07,0.26,0.205,1,632,"unknown",0
"sp|O00592-2|PODXL_HUMAN","Isoform 2 of Podocalyxin ","PODXL",1,"Non-Exosome",0.871312486500565,-0.760907517058094,-1.69607316351931,0.590125,0.013875,0.308625,0.027375,3,411,"unknown",10.6
"sp|O00622|CYR61_HUMAN","Protein CYR61 ","CYR61",1,"Non-Exosome",0.765223204233861,-0.0835233555622835,-1.63225619309093,0.94375,0.02125,0.322583333333333,0.0565833333333333,6,9,"unknown",26.2
"sp|O00629|IMA3_HUMAN","Importin subunit alpha-3 ","KPNA4",0.9999,"Non-Exosome",0.93166879226451,-1.47393118833241,-1.71311885221184,0.36,0.06,0.305,0.03,3,1721,"unknown",7.3
"sp|O00743-2|PPP6_HUMAN","Isoform 2 of Serine/threonine-protein phosphatase 6 catalytic subunit ","PPP6C",1,"Non-Exosome",0.891736609271824,-1.53533173299656,-1.15200309344505,0.345,0.035,0.45,0.01,3,412,"unknown",19.1
"sp|O00762-2|UBE2C_HUMAN","Isoform 2 of Ubiquitin-conjugating enzyme E2 C ","UBE2C",1,"Non-Exosome",0.922021289450115,-1.39592867633114,-1.64385618977472,0.38,0.16,0.32,0.09,1,413,"unknown",15
"sp|O14556|G3PT_HUMAN","Glyceraldehyde-3-phosphate dehydrogenase; testis-specific ","GAPDHS",0.9988,"Non-Exosome",0.856187082730327,-0.74097865667283,-1.58785078004598,0.598333333333333,0.045,0.332666666666667,0.000666666666666621,5,586,"unknown",9.3
"sp|O14561|ACPM_HUMAN","Acyl carrier protein; mitochondrial ","NDUFAB1",1,"Non-Exosome",0.940065096266935,-1.33369787182691,-2.0350469470992,0.39675,0.08925,0.244,0.026,1,415,"unknown",14.7
"sp|O14617-5|AP3D1_HUMAN","Isoform 5 of AP-3 complex subunit delta-1 ","AP3D1",1,"Exosome",0.561486699609851,0.596140050032645,-0.906890595608519,1.51166666666667,0.351666666666667,0.533333333333333,0.183333333333333,2,416,"unknown",2.7
"sp|O14656|TOR1A_HUMAN","Torsin-1A ","TOR1A",1,"Non-Exosome",0.916811327615695,-1.12029423371771,-1.83650126771712,0.46,0.02,0.28,0.05,2,417,"unknown",10.2
"sp|O14672|ADA10_HUMAN","Disintegrin and metalloproteinase domain-containing protein 10 ","ADAM10",1,"Exosome",0.70726569355253,0.347476685832311,-0.0572248686929502,1.27233333333333,0.277666666666667,0.961111111111111,0.0144444444444444,8,418,"unknown",11.8
"sp|O14684|PTGES_HUMAN","Prostaglandin E synthase ","PTGES",1,"Non-Exosome",0.895128696511058,-1.07400058144378,-1.62519234550969,0.475,0.045,0.324166666666667,0.0691666666666667,2,12,"unknown",13.2
"sp|O14744|ANM5_HUMAN","Protein arginine N-methyltransferase 5 ","PRMT5",1,"Non-Exosome",0.894888007428619,-0.91108307325023,-1.77922783974046,0.531785714285714,0.0267857142857143,0.291339285714286,8.92857142857084e-05,8,420,"unknown",17.9
"sp|O14745|NHRF1_HUMAN","Na(+)/H(+) exchange regulatory cofactor NHE-RF1 ","SLC9A3R1",1,"Exosome",0.567341395264303,0.500802053057158,-0.792107148358667,1.415,0.735,0.5775,0.0275,3,421,"unknown",13.4
"sp|O14763-2|TR10B_HUMAN","Isoform Short of Tumor necrosis factor receptor superfamily member 10B ","TNFRSF10B",1,"Exosome",0.554295244664062,0.266036893995317,-0.61595019320484,1.2025,0.7675,0.6525,0.4475,1,13,"unknown",9.6
"sp|O14782|KIF3C_HUMAN","Kinesin-like protein KIF3C ","KIF3C",0.0023,"Non-Exosome",0.925812342219909,-0.785875194647153,-2.28630418515664,0.58,0.09,0.205,0.00499999999999999,1,796,"unknown",0
"sp|O14786|NRP1_HUMAN","Neuropilin-1 ","NRP1",1,"Exosome",0.730331716887842,0.504691007172701,-0.0993210027610106,1.41881944444444,0.250069444444444,0.933472222222222,0.240972222222222,9,422,"unknown",12.8
"sp|O14787-2|TNPO2_HUMAN","Isoform 2 of Transportin-2 ","TNPO2",0.02,"Non-Exosome",0.927385544382598,-1.21340363810919,-1.89566334018526,0.43125,0.11625,0.26875,0.15375,4,1413,"unknown",0
"sp|O14817|TSN4_HUMAN","Tetraspanin-4 ","TSPAN4",1,"Exosome",0.996799752597939,3.01970191444255,2.27202318906105,8.11,5.48,4.83,2.85,1,423,"unknown",18.2
"sp|O14818-2|PSA7_HUMAN","Isoform 2 of Proteasome subunit alpha type-7 ","PSMA7",1,"Non-Exosome",0.872079813236296,-0.862496476250065,-1.60493720048242,0.55,0.04,0.32875,0.03625,3,424,"unknown",27.5
"sp|O14828|SCAM3_HUMAN","Secretory carrier-associated membrane protein 3 ","SCAMP3",1,"Exosome",0.808201573593136,0.815165514087578,0.0257375614136083,1.7595,0.9655,1.018,0.502,3,425,"unknown",18.7
"sp|O14879|IFIT3_HUMAN","Interferon-induced protein with tetratricopeptide repeats 3 ","IFIT3",0.9999,"Non-Exosome",0.92498318249321,-1.25153876699596,-1.82367722735954,0.42,0.14,0.2825,0.0275,2,1706,"unknown",3.1
"sp|O14908-2|GIPC1_HUMAN","Isoform 2 of PDZ domain-containing protein GIPC1 ","GIPC1",1,"Non-Exosome",0.698943860188509,-0.643856189774725,-0.761213140412883,0.64,0.18,0.59,0.11,2,15,"unknown",21.9
"sp|O14949|QCR8_HUMAN","Cytochrome b-c1 complex subunit 8 ","UQCRQ",1,"Non-Exosome",0.968750664781279,-1.82367722735954,-2.25153876699596,0.2825,0.0825,0.21,0.025,4,17,"unknown",42.7
"sp|O14950|ML12B_HUMAN","Myosin regulatory light chain 12B ","MYL12B",1,"Non-Exosome",0.881132831014221,-0.846194663920965,-1.70378734537188,0.55625,0.00375000000000003,0.306979166666667,0.0336458333333333,7,426,"unknown",34.5
"sp|O14964-2|HGS_HUMAN","Isoform 2 of Hepatocyte growth factor-regulated tyrosine kinase substrate ","HGS",1,"Non-Exosome",0.695962822530224,-0.231639209558259,-1.14401030269152,0.851666666666667,0.0816666666666667,0.4525,0.1675,3,427,"unknown",4.5
"sp|O14965|AURKA_HUMAN","Aurora kinase A ","AURKA",1,"Exosome",0.885685996735328,0.855159178005772,0.573697674625339,1.80895833333333,0.492291666666667,1.48833333333333,0.366666666666667,4,428,"unknown",10.2
"sp|O14979-2|HNRDL_HUMAN","Isoform 2 of Heterogeneous nuclear ribonucleoprotein D-like ","HNRNPDL",1,"Non-Exosome",0.961983337054625,-1.57776699931695,-2.27928375747887,0.335,0.049,0.206,0.038,4,1196,"unknown",20.9
"sp|O14980|XPO1_HUMAN","Exportin-1 ","XPO1",1,"Non-Exosome",0.922766995488448,-0.541617995843987,-2.48196850739783,0.687,0.143,0.179,0.119,6,430,"unknown",6.1
"sp|O15031|PLXB2_HUMAN","Plexin-B2 ","PLXNB2",1,"Non-Exosome",0.638311333508247,-0.0995691316160816,-1.02742669041743,0.933311688311688,0.0275974025974026,0.490584415584416,0.0348701298701299,10,431,"unknown",7.1
"sp|O15033-2|AREL1_HUMAN","Isoform 2 of Apoptosis-resistant E3 ubiquitin protein ligase 1 ","AREL1",0.0097,"Non-Exosome",0.626069185893622,-0.295128035543647,-0.785875194647153,0.815,0.195,0.58,0.03,1,446,"unknown",0
"sp|O15067|PUR4_HUMAN","Phosphoribosylformylglycinamidine synthase ","PFAS",1,"Non-Exosome",0.930363834609894,-1.46063436571896,-1.70525673443887,0.363333333333333,0.126666666666667,0.306666666666667,0.103333333333333,2,433,"unknown",2.1
"sp|O15084-1|ANR28_HUMAN","Isoform 3 of Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A ","ANKRD28",0.9826,"Non-Exosome",0.946296025120689,-0.915935735211525,-2.55639334852439,0.53,0.02,0.17,0.06,1,2213,"unknown",1.2
"sp|O15085-2|ARHGB_HUMAN","Isoform 2 of Rho guanine nucleotide exchange factor 11 ","ARHGEF11",0.001,"Non-Exosome",0.621328719228637,-0.545824106814198,-0.524915117051217,0.685,0.105,0.695,0.245,1,1336,"unknown",0
"sp|O15118|NPC1_HUMAN","Niemann-Pick C1 protein ","NPC1",1,"Non-Exosome",0.718982150182032,0.0179219079972623,-1.49410907027004,1.0125,0.3775,0.355,0.125,4,434,"unknown",3.1
"sp|O15127|SCAM2_HUMAN","Secretory carrier-associated membrane protein 2 ","SCAMP2",0.9865,"Non-Exosome",0.905400884751831,-0.862496476250065,-1.94341647163363,0.55,0.035,0.26,0.085,1,1884,"unknown",6.2
"sp|O15143|ARC1B_HUMAN","Actin-related protein 2/3 complex subunit 1B ","ARPC1B",1,"Exosome",0.728697401294233,0.607998132248864,-0.206847276711818,1.52414285714286,1.04985714285714,0.866428571428572,0.543571428571429,6,435,"unknown",23.9
"sp|O15144|ARPC2_HUMAN","Actin-related protein 2/3 complex subunit 2 ","ARPC2",1,"Non-Exosome",0.888467223687528,-0.834713319736528,-1.7865663060572,0.560694444444444,0.0981944444444444,0.289861111111111,0.0123611111111111,6,436,"unknown",18.3
"sp|O15162-2|PLS1_HUMAN","Isoform 2 of Phospholipid scramblase 1 ","PLSCR1",1,"Exosome",0.889614646986469,1.09423606984577,0.381283372503784,2.135,0.05,1.3025,0.1725,2,439,"unknown",11.7
"sp|O15173-2|PGRC2_HUMAN","Isoform 2 of Membrane-associated progesterone receptor component 2 ","PGRMC2",1,"Non-Exosome",0.967143961964738,-1.521459558415,-2.48735170409474,0.348333333333333,0.148333333333333,0.178333333333333,0.0116666666666667,4,398,"unknown",19.7
"sp|O15198-2|SMAD9_HUMAN","Isoform B of Mothers against decapentaplegic homolog 9 ","SMAD9",0.9994,"Exosome",0.529776403201814,0.142413437873741,-0.591288138970571,1.10375,0.0237499999999999,0.66375,0.43375,1,1090,"unknown",4.7
"sp|O15212|PFD6_HUMAN","Prefoldin subunit 6 ","PFDN6",1,"Non-Exosome",0.763350407998073,-0.36153995078622,-1.35230174393088,0.778333333333333,0.238333333333333,0.391666666666667,0.131666666666667,3,440,"unknown",23.3
"sp|O15230|LAMA5_HUMAN","Laminin subunit alpha-5 ","LAMA5",1,"Non-Exosome",0.817778254652161,0.00360223668019553,-2.03307739724943,1.0025,0.0525,0.244333333333333,0.0923333333333334,5,441,"unknown",2.5
"sp|O15258|RER1_HUMAN","Protein RER1 ","RER1",0.9644,"Non-Exosome",0.938567433476898,-1.13606154957603,-2.15200309344505,0.455,0.135,0.225,0.085,1,2405,"unknown",4.1
"sp|O15264|MK13_HUMAN","Mitogen-activated protein kinase 13 ","MAPK13",0.9835,"Non-Exosome",0.972797783269968,-2.15200309344505,-2.08926733809709,0.225,0.065,0.235,0.00499999999999999,3,889,"unknown",5.1
"sp|O15347|HMGB3_HUMAN","High mobility group protein B3 ","HMGB3",1,"Non-Exosome",0.983338532699675,-1.91593573521153,-2.83650126771712,0.265,0.015,0.14,0.06,2,18,"unknown",17.6
"sp|O15355|PPM1G_HUMAN","Protein phosphatase 1G ","PPM1G",1,"Non-Exosome",0.888156022869158,-0.0218043703183484,-2.58136026404096,0.985,0.335,0.167083333333333,0.0804166666666667,3,443,"unknown",5.7
"sp|O15371|EIF3D_HUMAN","Eukaryotic translation initiation factor 3 subunit D ","EIF3D",1,"Non-Exosome",0.985267157889262,-1.44418384493836,-3.43440282414578,0.3675,0.0275,0.0925,0.0525,2,444,"unknown",5.4
"sp|O15400-2|STX7_HUMAN","Isoform 2 of Syntaxin-7 ","STX7",0.9865,"Non-Exosome",0.858023946649794,-1.01449956969512,-1.34007544159762,0.495,0.115,0.395,0.035,1,1886,"unknown",6.3
"sp|O15427|MOT4_HUMAN","Monocarboxylate transporter 4 ","SLC16A3",1,"Exosome",0.766542510043694,0.442206298571124,0.145813295790899,1.35868055555556,0.0324305555555556,1.10635416666667,0.0769791666666667,7,446,"unknown",18.5
"sp|O15498|YKT6_HUMAN","Synaptobrevin homolog YKT6 ","YKT6",1,"Exosome",0.576923902686745,-0.689659879387849,0.391401135011609,0.62,0.2,1.31166666666667,0.278333333333333,2,447,"unknown",7.6
"sp|O15511-2|ARPC5_HUMAN","Isoform 2 of Actin-related protein 2/3 complex subunit 5 ","ARPC5",1,"Non-Exosome",0.808250461726605,-0.421463768438276,-1.55639334852439,0.746666666666667,0.0766666666666667,0.34,0.05,2,448,"unknown",17.2
"sp|O15533-2|TPSN_HUMAN","Isoform 2 of Tapasin ","TAPBP",1,"Non-Exosome",0.943693529820616,-1.49817873457909,-1.94341647163363,0.354,0.118,0.26,0.076,2,449,"unknown",4.6
"sp|O43143|DHX15_HUMAN","Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 ","DHX15",1,"Exosome",0.806955163900899,0.834758108507791,-0.00082612712584095,1.78355797101449,0.183775362318841,0.999427536231884,0.107905797101449,17,450,"unknown",29.7
"sp|O43169|CYB5B_HUMAN","Cytochrome b5 type B ","CYB5B",1,"Non-Exosome",0.946182376132022,-1.31293931166011,-2.16812275880833,0.4025,0.0925,0.2225,0.0525,1,451,"unknown",23.3
"sp|O43172-2|PRP4_HUMAN","Isoform 2 of U4/U6 small nuclear ribonucleoprotein Prp4 ","PRPF4",0.9865,"Non-Exosome",0.855569091415001,-0.594007640324163,-1.72499295250013,0.6625,0.00750000000000001,0.3025,0.1625,1,1887,"unknown",3.1
"sp|O43175|SERA_HUMAN","D-3-phosphoglycerate dehydrogenase ","PHGDH",0.9996,"Non-Exosome",0.915045231864098,-1.09182757841565,-1.84080140515074,0.469166666666667,0.134166666666667,0.279166666666667,0.144166666666667,2,1173,"unknown",5.6
"sp|O43242|PSMD3_HUMAN","26S proteasome non-ATPase regulatory subunit 3 ","PSMD3",1,"Non-Exosome",0.92452497527452,-1.02792008545744,-2.03209362970985,0.490416666666667,0.0395833333333333,0.2445,0.00949999999999999,14,452,"unknown",32.2
"sp|O43291-2|SPIT2_HUMAN","Isoform 2 of Kunitz-type protease inhibitor 2 ","SPINT2",0.9865,"Exosome",0.895518086190898,0.505890929729957,1.01077983875324,1.42,0.63,2.015,0.575,1,1889,"unknown",13.2
"sp|O43324-2|MCA3_HUMAN","Isoform 2 of Eukaryotic translation elongation factor 1 epsilon-1 ","EEF1E1",1,"Non-Exosome",0.963840922130801,-1.72102405029719,-2.19539568895843,0.303333333333333,0.0433333333333333,0.218333333333333,0.0783333333333333,3,454,"unknown",20.6
"sp|O43390-2|HNRPR_HUMAN","Isoform 2 of Heterogeneous nuclear ribonucleoprotein R ","HNRNPR",1,"Non-Exosome",0.954839984967517,-1.39511767229557,-2.27342957719617,0.380213675213675,0.0786752136752137,0.206837606837607,0.0276068376068376,8,480,"unknown",16.6
"sp|O43399-5|TPD54_HUMAN","Isoform 5 of Tumor protein D54 ","TPD52L2",1,"Non-Exosome",0.762282000225341,-0.298672742587059,-1.40736357139342,0.813,0.193,0.377,0.00300000000000003,5,456,"unknown",28.2
"sp|O43402|EMC8_HUMAN","ER membrane protein complex subunit 8 ","EMC8",0.9852,"Non-Exosome",0.927480533182911,-0.915935735211525,-2.18442457113743,0.53,0.16,0.22,0.08,1,2109,"unknown",9
"sp|O43432-3|IF4G3_HUMAN","Isoform 3 of Eukaryotic translation initiation factor 4 gamma 3 ","EIF4G3",0.9999,"Non-Exosome",0.984079416748706,-1.72366877155275,-3.07231420481589,0.302777777777778,0.0172222222222222,0.118888888888889,0.00222222222222223,4,1122,"unknown",3.1
"sp|O43491|E41L2_HUMAN","Band 4.1-like protein 2 ","EPB41L2",1,"Non-Exosome",0.648525803075492,-0.0664273617389761,-1.10469737866669,0.955,0.025,0.465,0.055,3,457,"unknown",11.4
"sp|O43615|TIM44_HUMAN","Mitochondrial import inner membrane translocase subunit TIM44 ","TIMM44",1,"Non-Exosome",0.982298831717955,-1.34007544159762,-3.33400092718794,0.395,0.035,0.0991666666666667,0.0291666666666667,4,459,"unknown",18.6
"sp|O43617|TPPC3_HUMAN","Trafficking protein particle complex subunit 3 ","TRAPPC3",1,"Non-Exosome",0.915206530676417,-1.0439433475876,-1.88896868761126,0.485,0.125,0.27,0.07,1,460,"unknown",15.3
"sp|O43633|CHM2A_HUMAN","Charged multivesicular body protein 2a ","CHMP2A",1,"Exosome",0.815515684737147,0.50182126542091,0.374065718222538,1.416,0.146,1.296,0.22,3,461,"unknown",18.5
"sp|O43657|TSN6_HUMAN","Tetraspanin-6 ","TSPAN6",1,"Exosome",0.962422322524394,1.30597052098439,1.31167264058175,2.4725,0.9075,2.48229166666667,1.22604166666667,4,20,"unknown",22.9
"sp|O43677|NDUC1_HUMAN","NADH dehydrogenase [ubiquinone] 1 subunit C1; mitochondrial ","NDUFC1",1,"Non-Exosome",0.949121044139665,-1.4672674580514,-2.0790715709912,0.361666666666667,0.241666666666667,0.236666666666667,0.136666666666667,2,21,"unknown",27.6
